Unnamed: 0,customerID,gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9500,1431-AIDJQ,Male,Yes,Yes,33.00463273374947,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.10585548141714,2603.1,No
9501,1396-QWFBJ,Female,Yes,Yes,20.990427466397158,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.06512265110703,1565.7,Yes
9502,5494-HECPR,Female,No,No,1.0089753439449303,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25606452262271,80.25,Yes
9503,3521-SYVOR,Female,No,No,37.00829106259282,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,,2345.2,Yes
9504,4990-ALDGW,Male,No,No,56.99857137742666,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,20.755702867051376,1118.8,No
9505,9626-WEQRM,Female,No,No,4.00203505444822,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.14293124589459,110.05,No
9506,4324-BZCKL,Female,Yes,Yes,9.997379626978057,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,,551.3,No
9507,6103-BOCOU,Female,No,No,25.984523558701373,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,,2193,No
9508,6833-JMZYP,Female,No,No,14.986934057708279,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.98566619507272,1505.45,No
9509,5275-SQEIZ,Male,No,No,1.0047117215821484,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.83264737772068,80.85,Yes
9510,6615-ZGEDR,Male,No,No,0.983594950370715,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,,19.7,Yes
9511,7551-DACSP,Male,Yes,Yes,6.008921073467919,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,,324.25,Yes
9512,5539-HIVAK,Female,Yes,No,28.001349361035896,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,25.700974802783783,734.6,No
9513,0257-KXZGU,Female,Yes,Yes,31.993328680920055,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45240119864626,2045.55,No
9514,9970-QBCDA,Female,No,No,6.023912201219128,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),,129.55,No
9515,5110-CHOPY,Female,No,No,60.00535884114199,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,,3237.05,No
9516,3904-UKFRE,Male,No,No,4.008568916903448,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.09737548553531,336.15,No
9517,3804-RVTGV,Male,Yes,Yes,49.9867831814519,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),203.83894861362856,5017.9,Yes
9518,8242-JSVBO,Male,No,No,6.9955098668949125,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.649759617198,322.5,No
9519,8305-VHZBZ,Male,No,No,1.0028754058809382,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,20.220286574093883,20.2,Yes
9520,1084-MNSMJ,Female,Yes,Yes,,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.51674665224392,4421.95,No
9521,3930-ZGWVE,Male,No,No,,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,,19.75,No
9522,4695-VADHF,Male,Yes,Yes,17.98864549438277,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,,990.85,Yes
9523,9172-ANCRX,Female,No,No,10.02144202813663,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.68761194454632,973.25,Yes
9524,6563-VNPMN,Female,No,No,,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),,3778.1,No
9525,2725-TTRIQ,Female,Yes,Yes,72.01456339113112,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.18749376580011,5986.55,No
9526,6723-CEGQI,Female,No,Yes,65.0112911109717,No,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25144252056802,2933.95,No
9527,1925-GMVBW,Female,No,No,4.996767185334498,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),20.54463316657384,96.1,No
9528,4553-DVPZG,Female,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,201.3500252347152,6164.7,No
9529,5542-NKVRU,Female,No,No,41.993913570409546,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.75726608006954,844.45,No
9530,7340-KEFQE,Female,Yes,Yes,51.02442843847088,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.202940452013145,1782,No
9531,2669-QVCRG,Female,No,No,,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),,3190.65,No
9532,7841-FCRQD,Female,Yes,No,-,Yes,No,DSL,no,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),,1857.3,No
9533,5630-IXDXV,Female,No,No,46.994068324662564,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,206.3296306526676,4849.1,No
9534,8775-LHDJH,Female,Yes,No,1.0100583124337554,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.60247701592016,90.6,Yes
9535,6221-AVQYL,Male,No,No,1.9897029096884327,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.24851134740783,131.05,Yes
9536,1977-STDKI,Female,No,No,0.9922939309174375,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.00724048800505,73,Yes
9537,6199-IWKGC,Female,Yes,No,46.011552594239895,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,200.27502370952683,4753.85,No
9538,6823-SIDFQ,Male,No,No,28.0123637992423,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Credit card (automatic),18.232146873251672,534.7,No
9539,8266-VBFQL,Male,No,No,3.9834322772396833,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,,356.65,No
9540,2511-ALLCS,Female,Yes,Yes,,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),24.295692001478585,821.6,No
9541,9861-PDSZP,Female,No,No,72.00352469439007,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),208.05133511821413,7806.6,No
9542,9360-OMDZZ,Male,No,No,23.984960001323255,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.10595115581262,2322.85,No
9543,2604-XVDAM,Female,No,No,11.995025902940487,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.80270468235798,540.95,No
9544,9575-IWCAZ,Male,Yes,No,5.989108702392725,Yes,Yes,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,,171,No
9545,3397-AVTKU,Male,No,No,42.994715140773174,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.00580286457092,2548.55,No
9546,3720-DBRWL,Male,Yes,No,50.999916229070074,Yes,No,DSL,yeS,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85084561214873,4307.1,No
9547,1468-DEFNC,Male,Yes,Yes,,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),,1548.65,No
9548,9039-ZVJDC,Male,No,No,3.006681214783547,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,19.111517147041344,53.05,No
9549,9500-IWPXQ,Female,Yes,Yes,60.992801061749326,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.3944537506115,4820.55,No
9550,9715-WZCLW,Male,Yes,Yes,70.99410894036808,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.19991153774852,6910.3,No
9551,0690-SRQID,Male,No,No,3.9871045430232845,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,19.64391660871561,67.55,No
9552,0289-IVARM,Female,No,No,34.99133731936503,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.56294172755315,1982.6,No
9553,3889-VWBID,Male,Yes,Yes,67.99436076892468,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85181675585196,5776.45,No
9554,4791-QRGMF,Male,Yes,No,59.00681240027082,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.482326795039,5961.1,Yes
9555,1028-FFNJK,Male,Yes,No,30.014108204236628,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,,2917.65,No
9556,6619-RPLQZ,Female,Yes,Yes,45.008116009351525,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,,892.15,No
9557,1723-HKXJQ,Male,No,No,42.001266719659,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,201.7471392542525,4273.45,Yes
9558,9143-CANJF,Female,Yes,Yes,24.021156241964597,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.150614077859885,1319.85,No
9559,5196-WPYOW,Male,Yes,Yes,66.99234356798263,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,60.054488609007855,3994.05,No
9560,2995-UPRYS,Female,Yes,No,39.99507673267847,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),,4062.2,Yes
9561,6942-LBFDP,Female,No,No,1.9869510132662764,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,20.55265477127052,33.6,No
9562,6030-REHUX,Female,Yes,No,27.994329701482698,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,210.86475243844384,3204.4,No
9563,0168-XZKBB,Female,Yes,No,18.98535761001597,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.84659585145079,1564.4,No
9564,2703-AMTUL,Male,Yes,Yes,36.019612255645406,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.66080387747456,1939.35,No
9565,6502-KUGLL,Female,Yes,Yes,13.987943319845865,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.44076075309436,780.85,No
9566,8760-ZRHKE,Female,Yes,Yes,70.97662326397071,Yes,Yes,DSL,yeS,Yes,No,No,Yes,No,One year,No,Electronic check,69.21648748409515,4982.5,No
9567,6457-GIRWB,Male,No,No,-,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.34845181355989,69.35,Yes
9568,9018-PCIOK,Female,No,No,54.99442059909459,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,,3617.1,No
9569,8747-UDCOI,Female,Yes,No,,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),19.355322836119075,1319.95,No
9570,5666-CYCYZ,Female,No,No,23.9965616976165,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55338395829568,2259.35,No
9571,8043-PNYSD,Male,Yes,Yes,,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,19.530154943413727,1245.6,No
9572,4472-LVYGI,Female,Yes,Yes,0.0007799732054168225,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.542406764657656, ,No
9573,5469-NUJUR,Male,No,No,18.999088936807418,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Mailed check,,373.5,No
9574,4433-JCGCG,Male,Yes,No,46.01269165857791,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,201.00069042302232,4680.05,Yes
9575,9766-HGEDE,Female,Yes,No,17.016598784060886,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,,307,No
9576,1494-EJZDW,Female,Yes,Yes,9.990133221914412,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,20.142322580614792,220.8,No
9577,4403-BWPAY,Male,No,No,13.999686212405736,Yes,Yes,No,No internet service,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),24.798579829004463,321.7,No
9578,4999-IEZLT,Male,No,No,65.9820431074247,No,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.44830429009441,1983.15,No
9579,1574-DYCWE,Female,Yes,Yes,50.99206029423557,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,19.949577604497456,1028.75,No
9580,6134-KWTBV,Male,No,No,61.9966569373022,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),23.41425284645417,1429.65,No
9581,5203-XEHAX,Female,No,No,,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,,2053.05,No
9582,8357-EQXFO,Female,No,No,,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35287774297502,660.9,Yes
9583,6007-TCTST,Female,Yes,yeS,72.00814045095103,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),215.8091421343377,8476.5,No
9584,9089-UOWJG,Female,Yes,Yes,12.013912498871523,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),,740.55,No
9585,7503-ZGUZJ,Male,No,No,1.0103883036404258,Yes,Yes,Fiber optic,no,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.64232291941212,84.65,Yes
9586,9209-NWPGU,Male,No,No,43.99763971441465,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.41021105749111,2774.55,No
9587,4238-HFHSN,Male,Yes,No,60.9954319353722,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15573133960632,4904.85,No
9588,5318-YKDPV,Male,Yes,Yes,42.98110562949501,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.14261275389025,3566.6,No
9589,4785-FCIFB,Female,Yes,No,61.00186732726238,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,,1417.9,No
9590,2929-QNSRW,Female,Yes,No,56.008038861515544,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.24285206713944,5508.35,Yes
9591,3470-OBUET,Female,Yes,Yes,66.99752341053805,Yes,Yes,DSL,yeS,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),,4868.4,No
9592,1965-DDBWU,Male,No,No,15.984545205703313,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),,1448.6,Yes
9593,8903-WMRNW,Female,Yes,No,,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,201.75432335706824,1669.4,No
9594,4282-YMKNA,Female,No,No,9.009475128352596,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7594289103335,706.6,Yes
9595,6729-FZWSY,Male,No,No,66.97885123104112,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,Yes,Mailed check,19.457290451791994,1195.95,No
9596,5003-XZWWO,Male,Yes,No,71.01501903343095,Yes,Yes,DSL,no,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.20312601636641,5956.85,No
9597,3956-CJUST,Female,No,No,22.988570644678592,Yes,No,Fiber optic,yeS,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.39127037417832,1643.55,No
9598,6242-FEGFD,Male,Yes,No,65.99765609435563,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,,6424.25,No
9599,9992-RRAMN,Male,Yes,No,22.007806938131562,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.09427628289504,1873.7,Yes
9600,6230-BSUXY,Female,No,No,,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.0140078651743,85,Yes
9601,5063-IUOKK,Male,No,No,12.99546549517887,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,19.74265162202453,265.75,No
9602,7677-SJJJK,Male,Yes,Yes,,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Credit card (automatic),19.88095204546629,153.95,No
9603,5215-LNLDJ,Female,Yes,Yes,6.996515204590021,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.69702406284218,149.05,No
9604,7595-EHCDL,Male,Yes,Yes,32.00333710571963,No,No,DSL,no,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.60626950634845,1653.45,No
9605,2227-JRSJX,Female,No,No,,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),,1956.4,No
9606,6608-QQLVK,Male,No,No,0.9933327222155363,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,,50.5,Yes
9607,7325-ENZFI,Female,No,No,38.984407104193515,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.290388807998674,1630.4,No
9608,4759-PXTAN,Female,Yes,No,59.002285196256715,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.0970462903739,4693.2,No
9609,9249-FXSCK,Female,No,No,52.002195524271535,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),,5916.45,Yes
9610,1513-XNPPH,Female,No,No,11.971250656137066,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.39552680020714,1095.65,Yes
9611,0723-DRCLG,Female,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4380049580687,74.45,Yes
9612,1498-NHTLT,Male,Yes,Yes,59.01797836524005,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,,5186,No
9613,9830-ECLEN,Male,Yes,Yes,,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.00759929995701,2919.85,No
9614,4378-BZYFP,Male,No,No,16.994920637826784,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,Yes,Mailed check,20.480738043212813,365.8,No
9615,3308-MHOOC,Male,No,Yes,1.0022560034396255,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,19.20649131031567,19.2,No
9616,8805-JNRAZ,Female,No,No,2.0042379973233007,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.19090294292401,103.7,No
9617,4822-RVYBB,Male,No,No,8.010244028442619,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,200.61107969334813,819.4,Yes
9618,8597-CTXVJ,Male,No,Yes,69.9813017144975,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95921585900928,4551.5,No
9619,5701-SVCWR,Female,No,Yes,0.98790744455402,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,23.99044952459725,24,No
9620,0859-YGKFW,Male,Yes,Yes,17.970817101382977,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),20.05479763251268,345.9,No
9621,4146-SVFUD,Male,No,No,1.0167410039853602,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.62386871929859,44.6,No
9622,0013-EXCHZ,Female,Yes,No,3.011153989857824,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.88918807053695,267.4,Yes
9623,6585-WCEWR,Male,Yes,Yes,72.00909098402634,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Electronic check,20.347258230981048,1354.4,No
9624,5504-WSIUR,Female,No,No,69.98713799889939,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.22893722332591,6385.95,No
9625,7931-PXHFC,Male,No,No,38.016275450764084,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.2884950448072,2354.8,Yes
9626,2933-XEUJM,Female,No,No,46.01321031021265,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.21264233820219,3593.8,No
9627,3569-VLDHH,Male,Yes,Yes,65.99710558497449,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,75.0962775704606,5013,No
9628,7469-LKBCI,Male,No,No,15.993436781414928,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Credit card (automatic),18.93695656133796,326.8,No
9629,2615-YVMYX,Male,Yes,No,70.99607260960646,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,,7713.55,No
9630,3086-RUCRN,Female,No,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),203.11127872669937,6595,No
9631,5519-YLDGW,Female,Yes,No,21.01429104616263,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,203.89267010618943,2254.2,Yes
9632,1796-JANOW,Female,No,No,,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,19.94014213220556,38.15,No
9633,4946-EDSEW,Female,Yes,Yes,11.007154319070134,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,19.241735558705088,180.3,Yes
9634,2194-IIQOF,Female,Yes,No,70.98959710600005,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),,6388.65,No
9635,1699-UOTXU,Male,No,No,60.00218243115279,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,,3638.25,No
9636,9867-JCZSP,Female,Yes,Yes,17.000140460739136,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,20.75002689479418,418.25,No
9637,6115-ZTBFQ,Female,Yes,No,72.01396491519769,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.50831938266086,4919.7,No
9638,1226-JZNKR,Female,Yes,Yes,,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Electronic check,19.786822562097456,160.05,No
9639,1832-PEUTS,Male,Yes,Yes,,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.08067775403262,5411.65,No
9640,0654-PQKDW,Female,Yes,Yes,61.99448953411786,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.7349733995871,4263.45,No
9641,6901-GOGZG,Male,No,Yes,60.012264281505864,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.9474660966276,4984.85,No
9642,2694-CIUMO,Female,No,No,11.99236957777779,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.54863329237872,958.25,No
9643,9626-WEQRM,Female,No,No,4.014184952237321,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.16159943342773,110.05,No
9644,7047-YXDMZ,Male,No,No,20.99936726001716,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,19.99348867098164,417.7,No
9645,8779-QRDMV,Male,No,No,1.002257762859578,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.64300008076698,39.65,Yes
9646,4742-DRORA,Male,Yes,Yes,60.00406153605069,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.41951934485002,5812,No
9647,9863-JZAIC,Male,No,No,,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.989295643027766,2010.55,Yes
9648,4695-VADHF,Male,Yes,Yes,18.0017707065659,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,,990.85,Yes
9649,8630-FJLIB,Female,No,No,18.002464473738613,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.80638294133823,1221.65,No
9650,8058-DMYRU,Male,No,No,54.01483955925972,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0614738415831,4931.8,No
9651,0587-DMGBH,Female,No,No,8.001304666566396,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.84228459368961,365.55,Yes
9652,7661-CPURM,Male,No,No,18.999509819651383,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7007939329043,1725.95,No
9653,3315-TOTBP,Male,No,No,14.979087955942212,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.99294180760596,1130.85,Yes
9654,7693-LCKZL,Male,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15221392181098,385,Yes
9655,8035-PWSEV,Female,No,No,6.00139532849873,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,,487.05,No
9656,4312-KFRXN,Male,Yes,No,71.99360678494801,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,25.41997369599659,1710.9,No
9657,9821-POOTN,Male,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,2576.2,Yes
9658,0237-YFUTL,Female,Yes,no,49.99888793244192,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),209.64445833390687,5405.8,No
9659,1045-LTCYT,Female,Yes,Yes,8.00430397152358,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),21.056716006422647,139.75,No
9660,2359-KLTEK,Female,Yes,Yes,41.008957512409935,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),,3848,No
